Current Official Name of Satellite,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Date of Launch,Launch Mass (kg.),Dry Mass (kg.),Power (watts),Expected Lifetime (yrs.),Launch Vehicle,NORAD Number
Starlink-3601 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51804
Starlink-3602 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51791
Starlink-3603 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51816
Starlink-3604 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51815
Starlink-3605 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51805
Starlink-3606 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51807
Starlink-3607 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51809
Starlink-3608 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51776
Starlink-3609 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51808
Starlink-3610 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51812
Starlink-3611 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51779
Starlink-3612 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51770
Starlink-3613 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51810
Starlink-3614 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51771
Starlink-3615 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51778
Starlink-3616 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51782
Starlink-3617 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51780
Starlink-3618 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51998
Starlink-3619 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51787
Starlink-3620 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51775
Starlink-3621 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51769
Starlink-3622 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51768
Starlink-3623 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51772
Starlink-3624 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51773
Starlink-3625 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51777
Starlink-3626 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51792
Starlink-3627 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51797
Starlink-3628 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51783
Starlink-3629 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51774
Starlink-3630 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51796
Starlink-3631 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51790
Starlink-3632 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51784
Starlink-3633 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51793
Starlink-3634 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51798
Starlink-3635 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51981
Starlink-3636 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51995
Starlink-3637 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51799
Starlink-3638 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51786
Starlink-3639 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51789
Starlink-3640 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51988
Starlink-3641 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51788
Starlink-3642 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51989
Starlink-3643 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51992
Starlink-3644 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51987
Starlink-3645 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51986
Starlink-3646 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-02-25 00:00:00,260.0,,,4.0,Falcon 9,51785
Starlink-3647 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51994
Starlink-3648 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51993
Starlink-3649 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51980
Starlink-3650 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51982
Starlink-3651 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51985
Starlink-3652 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51991
Starlink-3653 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,52000
Starlink-3654 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,52003
Starlink-3655 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51983
Starlink-3656 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51979
Starlink-3657 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51990
Starlink-3658 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52107
Starlink-3659 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,52001
Starlink-3660 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51977
Starlink-3661 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52129
Starlink-3663 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51976
Starlink-3664 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51984
Starlink-3665 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52098
Starlink-3666 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51978
Starlink-3667 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51999
Starlink-3668 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,52002
Starlink-3669 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51971
Starlink-3670 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52106
Starlink-3671 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51972
Starlink-3672 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51974
Starlink-3673 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52093
Starlink-3674 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51975
Starlink-3675 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51963
Starlink-3677 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51970
Starlink-3678 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52121
Starlink-3679 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51973
Starlink-3680 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51969
Starlink-3681 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51968
Starlink-3682 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52140
Starlink-3683 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-07-17 00:00:00,260.0,,,4.0,Falcon 9,53167
Starlink-3684 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52124
Starlink-3685 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52115
Starlink-3686 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52279
Starlink-3687 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52110
Starlink-3688 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52310
Starlink-3689 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51961
Starlink-3690 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51964
Starlink-3691 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51960
Starlink-3692 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51958
Starlink-3694 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51957
Starlink-3695 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51967
Starlink-3696 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51965
Starlink-3697 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51962
Starlink-3698 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52108
Starlink-3699 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51966
Starlink-3700 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51956
Starlink-3701 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52095
Starlink-3702 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52100
Starlink-3703 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52101
Starlink-3704 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-09 00:00:00,260.0,,,4.0,Falcon 9,51959
Starlink-3705 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52103
Starlink-3706 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52105
Starlink-3707 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52133
Starlink-3708 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52111
Starlink-3709 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52102
Starlink-3711 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52131
Starlink-3712 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52090
Starlink-3713 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52091
Starlink-3714 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52094
Starlink-3715 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52127
Starlink-3716 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52092
Starlink-3717 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52096
Starlink-3718 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52132
Starlink-3720 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52136
Starlink-3721 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52134
Starlink-3722 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52089
Starlink-3723 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52138
Starlink-3724 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52305
Starlink-3725 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52123
Starlink-3726 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52122
Starlink-3727 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52125
Starlink-3728 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-29 00:00:00,260.0,,,4.0,Falcon 9,52361
Starlink-3729 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52135
Starlink-3730 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52139
Starlink-3732 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52126
Starlink-3733 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52137
Starlink-3734 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52112
Starlink-3735 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52116
Starlink-3736 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52113
Starlink-3737 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52114
Starlink-3738 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52117
Starlink-3739 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52266
Starlink-3740 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52265
Starlink-3741 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-05-14 00:00:00,260.0,,,4.0,Falcon 9,52619
Starlink-3742 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52303
Starlink-3743 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-03-19 00:00:00,260.0,,,4.0,Falcon 9,52118
Starlink-3744 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52304
Starlink-3745 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52308
Starlink-3746 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52268
Starlink-3747 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52306
Starlink-3748 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52267
Starlink-3749 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52313
Starlink-3750 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52311
Starlink-3751 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52289
Starlink-3752 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52312
Starlink-3753 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52292
Starlink-3754 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-29 00:00:00,260.0,,,4.0,Falcon 9,52350
Starlink-3755 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52307
Starlink-3756 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52309
Starlink-3757 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-05-13 00:00:00,260.0,,,4.0,Falcon 9,52539
Starlink-3758 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52297
Starlink-3759 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52299
Starlink-3760 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52298
Starlink-3761 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52262
Starlink-3762 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-29 00:00:00,260.0,,,4.0,Falcon 9,52374
Starlink-3763 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-05-13 00:00:00,260.0,,,4.0,Falcon 9,52556
Starlink-3764 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52280
Starlink-3765 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52295
Starlink-3766 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52296
Starlink-3767 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-29 00:00:00,260.0,,,4.0,Falcon 9,52376
Starlink-3768 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52301
Starlink-3769 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52300
Starlink-3770 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-05-13 00:00:00,260.0,,,4.0,Falcon 9,52554
Starlink-3771 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52293
Starlink-3772 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52290
Starlink-3773 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52291
Starlink-3774 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-05-18 00:00:00,260.0,,,4.0,Falcon 9,52680
Starlink-3775 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52285
Starlink-3776 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52288
Starlink-3777 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52294
Starlink-3778 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52276
Starlink-3779 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52281
Starlink-3780 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52278
Starlink-3781 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52272
Starlink-3782 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52273
Starlink-3783 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52282
Starlink-3784 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52275
Starlink-3785 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-29 00:00:00,260.0,,,4.0,Falcon 9,52375
Starlink-3786 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2022-04-21 00:00:00,260.0,,,4.0,Falcon 9,52263
